Date,High,Low,Open,Close,Volume,Adj Close
2018-03-01,94.56999969482422,91.83999633789062,93.98999786376953,92.8499984741211,37135600.0,89.2099380493164
2018-03-02,93.1500015258789,90.86000061035156,91.58000183105469,93.05000305175781,32830400.0,89.402099609375
2018-03-05,94.2699966430664,92.26000213623047,92.33999633789062,93.63999938964844,23901600.0,89.9689712524414
2018-03-06,94.48999786376953,92.94000244140625,94.33999633789062,93.31999969482422,22175800.0,89.66150665283203
2018-03-07,93.94000244140625,92.43000030517578,93.16000366210938,93.86000061035156,26716100.0,90.18033599853516
2018-03-08,95.0999984741211,93.7699966430664,94.2699966430664,94.43000030517578,25887800.0,90.72798919677734
2018-03-09,96.54000091552734,95.0,95.29000091552734,96.54000091552734,36937300.0,92.7552719116211
2018-03-12,97.20999908447266,96.04000091552734,96.5,96.7699966430664,26073700.0,92.97624969482422
2018-03-13,97.23999786376953,93.97000122070312,97.0,94.41000366210938,35387800.0,90.70877838134766
2018-03-14,95.41000366210938,93.5,95.12000274658203,93.8499984741211,32132000.0,90.17073059082031
2018-03-15,94.58000183105469,92.83000183105469,93.52999877929688,94.18000030517578,27611000.0,90.48779296875
2018-03-16,95.37999725341797,93.91999816894531,94.68000030517578,94.5999984741211,49081300.0,90.89131927490234
2018-03-19,93.9000015258789,92.11000061035156,93.73999786376953,92.88999938964844,33344100.0,89.24835968017578
2018-03-20,93.7699966430664,93.0,93.05000305175781,93.12999725341797,23075200.0,89.47895050048828
2018-03-21,94.05000305175781,92.20999908447266,92.93000030517578,92.4800033569336,24457100.0,88.85444641113281
2018-03-22,91.75,89.66000366210938,91.2699966430664,89.79000091552734,38604700.0,86.26990509033203
2018-03-23,90.45999908447266,87.08000183105469,89.5,87.18000030517578,44068900.0,83.7622299194336
2018-03-26,94.0,90.4000015258789,90.61000061035156,93.77999877929688,56396800.0,90.10346984863281
2018-03-27,95.13999938964844,88.51000213623047,94.94000244140625,89.47000122070312,56569000.0,85.96244812011719
2018-03-28,91.2300033569336,88.87000274658203,89.81999969482422,89.38999938964844,52501100.0,85.88557434082031
2018-03-29,92.29000091552734,88.4000015258789,90.18000030517578,91.2699966430664,45867500.0,87.69187927246094
2018-04-02,90.87999725341797,87.51000213623047,90.47000122070312,88.5199966430664,48515400.0,85.04969024658203
2018-04-03,90.05000305175781,87.88999938964844,89.58000183105469,89.70999908447266,37213800.0,86.19303131103516
2018-04-04,92.76000213623047,87.7300033569336,87.8499984741211,92.33000183105469,35560000.0,88.7103271484375
2018-04-05,93.06999969482422,91.4000015258789,92.44000244140625,92.37999725341797,29771900.0,88.75836181640625
2018-04-06,92.45999908447266,89.4800033569336,91.48999786376953,90.2300033569336,38026000.0,86.69264221191406
2018-04-09,93.16999816894531,90.62000274658203,91.04000091552734,90.7699966430664,31533900.0,87.21147918701172
2018-04-10,93.27999877929688,91.63999938964844,92.38999938964844,92.87999725341797,26812000.0,89.23875427246094
2018-04-11,93.29000091552734,91.4800033569336,92.01000213623047,91.86000061035156,24872100.0,88.25874328613281
2018-04-12,94.16000366210938,92.43000030517578,92.43000030517578,93.58000183105469,26758900.0,89.91131591796875
2018-04-13,94.18000030517578,92.44000244140625,94.05000305175781,93.08000183105469,23346100.0,89.43092346191406
2018-04-16,94.66000366210938,93.41999816894531,94.06999969482422,94.16999816894531,20288100.0,90.47817993164062
2018-04-17,96.54000091552734,94.87999725341797,95.0,96.06999969482422,26771000.0,92.3036880493164
2018-04-18,96.72000122070312,95.5199966430664,96.22000122070312,96.44000244140625,21043300.0,92.65919494628906
2018-04-19,97.06999969482422,95.33999633789062,96.44000244140625,96.11000061035156,23552500.0,92.34212493896484
2018-04-20,96.11000061035156,94.05000305175781,95.91000366210938,95.0,31154400.0,91.275634765625
2018-04-23,96.29000091552734,94.62999725341797,95.73999786376953,95.3499984741211,22331800.0,91.61192321777344
2018-04-24,96.47000122070312,92.41000366210938,96.23999786376953,93.12000274658203,34524800.0,89.4693374633789
2018-04-25,93.30000305175781,90.27999877929688,93.30000305175781,92.30999755859375,33729300.0,88.69110107421875
2018-04-26,95.1500015258789,93.0999984741211,93.55000305175781,94.26000213623047,42529000.0,90.56465911865234
2018-04-27,97.9000015258789,93.91000366210938,97.5999984741211,95.81999969482422,48272800.0,92.06349182128906
2018-04-30,96.4000015258789,93.1500015258789,96.33000183105469,93.5199966430664,41523600.0,89.85365295410156
2018-05-01,95.29000091552734,92.79000091552734,93.20999908447266,95.0,31408900.0,91.275634765625
2018-05-02,95.16999816894531,93.19000244140625,94.98999786376953,93.51000213623047,27471000.0,89.84406280517578
2018-05-03,94.93000030517578,92.44999694824219,92.95999908447266,94.06999969482422,31142500.0,90.38209533691406
2018-05-04,95.37000274658203,92.91999816894531,93.31999969482422,95.16000366210938,22531300.0,91.42936706542969
2018-05-07,96.70999908447266,95.0999984741211,95.16999816894531,96.22000122070312,24242000.0,92.44780731201172
2018-05-08,96.16000366210938,95.05999755859375,95.8499984741211,95.80999755859375,23484600.0,92.05387878417969
2018-05-09,96.97000122070312,95.05000305175781,96.01000213623047,96.94000244140625,27327400.0,93.13958740234375
2018-05-10,97.94999694824219,97.05000305175781,97.45999908447266,97.91000366210938,22388100.0,94.0715560913086
2018-05-11,97.87000274658203,97.04000091552734,97.80000305175781,97.69999694824219,16778300.0,93.8697738647461
2018-05-14,98.69000244140625,97.30999755859375,97.91999816894531,98.02999877929688,19454100.0,94.18685913085938
2018-05-15,97.8499984741211,96.33999633789062,97.23999786376953,97.31999969482422,24594000.0,93.50468444824219
2018-05-16,97.4000015258789,96.62000274658203,97.36000061035156,97.1500015258789,17384700.0,93.74592590332031
2018-05-17,97.54000091552734,95.83000183105469,96.76000213623047,96.18000030517578,17246700.0,92.80992889404297
2018-05-18,96.93000030517578,96.01000213623047,96.01000213623047,96.36000061035156,17865800.0,92.98361206054688
2018-05-21,98.01000213623047,96.80000305175781,97.0,97.5999984741211,19422500.0,94.18016815185547
2018-05-22,98.16999816894531,97.19999694824219,97.68000030517578,97.5,15441200.0,94.08366394042969
2018-05-23,98.7300033569336,96.31999969482422,96.70999908447266,98.66000366210938,21251200.0,95.20303344726562
2018-05-24,98.94000244140625,96.80999755859375,98.7300033569336,98.30999755859375,26649300.0,94.86528015136719
2018-05-25,98.9800033569336,97.86000061035156,98.30000305175781,98.36000061035156,18363900.0,94.91354370117188
2018-05-29,98.87999725341797,97.2300033569336,97.83999633789062,98.01000213623047,28671000.0,94.5757827758789
2018-05-30,99.25,97.91000366210938,98.30999755859375,98.94999694824219,22158500.0,95.48286437988281
2018-05-31,99.98999786376953,98.61000061035156,99.29000091552734,98.83999633789062,34140900.0,95.37671661376953
2018-06-01,100.86000061035156,99.16999816894531,99.27999877929688,100.79000091552734,28655600.0,97.25837707519531
2018-06-04,101.86000061035156,100.8499984741211,101.26000213623047,101.66999816894531,27281600.0,98.10755157470703
2018-06-05,102.33000183105469,101.52999877929688,102.0,102.19000244140625,23514400.0,98.60933685302734
2018-06-06,102.5999984741211,101.9000015258789,102.4800033569336,102.48999786376953,21122900.0,98.89881134033203
2018-06-07,102.69000244140625,100.37999725341797,102.6500015258789,100.87999725341797,28232200.0,97.34524536132812
2018-06-08,101.94999694824219,100.54000091552734,101.08999633789062,101.62999725341797,22165100.0,98.06895446777344
2018-06-11,101.58999633789062,100.66999816894531,101.01000213623047,101.05000305175781,23490900.0,97.50927734375
2018-06-12,101.44999694824219,100.75,101.0999984741211,101.30999755859375,18325200.0,97.76016998291016
2018-06-13,102.01000213623047,100.55999755859375,101.72000122070312,100.8499984741211,29492900.0,97.31629180908203
2018-06-14,102.02999877929688,101.0,101.6500015258789,101.41999816894531,25691800.0,97.86630249023438
2018-06-15,101.52999877929688,100.06999969482422,101.51000213623047,100.12999725341797,65738600.0,96.62151336669922
2018-06-18,101.11000061035156,99.41999816894531,100.01000213623047,100.86000061035156,23586000.0,97.3259506225586
2018-06-19,101.0,99.5,99.6500015258789,100.86000061035156,28653100.0,97.3259506225586
2018-06-20,102.5199966430664,101.12000274658203,101.37000274658203,101.87000274658203,26180800.0,98.30055236816406
2018-06-21,102.45999908447266,100.87999725341797,102.08000183105469,101.13999938964844,23198200.0,97.59613800048828
2018-06-22,100.7699966430664,99.62999725341797,100.41000366210938,100.41000366210938,38923100.0,96.89170837402344
2018-06-25,100.11000061035156,97.30000305175781,100.0,98.38999938964844,35433300.0,94.94248962402344
2018-06-26,100.08000183105469,98.75,98.81999969482422,99.08000183105469,26897200.0,95.60831451416016
2018-06-27,100.0199966430664,97.4000015258789,99.58000183105469,97.54000091552734,31298400.0,94.12228393554688
2018-06-28,99.11000061035156,97.26000213623047,97.37999725341797,98.62999725341797,26650700.0,95.174072265625
2018-06-29,99.91000366210938,98.33000183105469,98.93000030517578,98.61000061035156,28053200.0,95.15477752685547
2018-07-02,100.05999755859375,98.0,98.0999984741211,100.01000213623047,19564500.0,96.50572204589844
2018-07-03,100.62999725341797,98.94000244140625,100.4800033569336,99.05000305175781,14670300.0,95.5793685913086
2018-07-05,99.91999816894531,99.02999877929688,99.5,99.76000213623047,18977400.0,96.26448822021484
2018-07-06,101.43000030517578,99.66999816894531,99.88999938964844,101.16000366210938,19234600.0,97.61544036865234
2018-07-09,102.25,101.25,101.6500015258789,101.8499984741211,18212000.0,98.28124237060547
